"item_name","bullet_point","product_type","product_category","link","color","material","item_id","depth","height","width"
"Mesa auxiliar efecto madera Siena","La mesa auxiliar Siena es la elegancia en estado puro, es diseño propio. De estilo nórdico, con aires daneses quedará genial delante de tu sofá en la sala de estar o en cualquier rincón.
Cuando hablamos de Siena, hablamos de diseño en mayúsculas, su sobre en acabado natural y las patas en blanco hacen que sea muy combinable y adaptable a cualquier estilo.
Combínalo con otras piezas de la colección.","Mesa auxiliar","Inicio > Mesas > Mesas auxiliares","https://klasthome.com/es/mesas-auxiliares/594-mesa-auxiliar-efecto-madera?channable=04a95469640035393495","Natural","Madera y metal","SN-0111","45 cm","50 cm","45 cm"
"Mesa de centro efecto madera Siena","La mesa de centro Siena es la elegancia en estado puro, es diseño propio. De estilo nórdico, con aires daneses quedará genial delante de tu sofá en la sala de estar.
Cuando hablamos de Siena, hablamos de diseño en mayúsculas, su sobre en acabado natural y las patas en blanco hacen que sea muy combinable y adaptable a cualquier estilo.
Combínalo con otras piezas de la colección.","Mesa de centro","Inicio > Mesas > Mesas de centro","https://klasthome.com/es/mesas-de-centro/595-mesa-de-centro-efecto-madera?channable=04a95469640035393596","Natural","Madera","SN-0112","70 cm","40 cm","70 cm"
"Mesa de centro blanca Oslo","La mesa de centro Oslo te cautivará. Es de diseño propio y su estilo predominante es el nórdico, pero debido a sus líneas simples y geométricas se puede integrar en cualquier espacio. Está dotada de una puerta corredera con compartimentos en cuyo interior puedes guardar todo aquello que desees. Es una pieza de gran capacidad, multifuncional, con tirador oculto que la dota de sobriedad. Está disponible en más acabados. Combínalo con otras piezas de la colección.","Mesa de centro","Inicio > Mesas > Mesas de centro","https://klasthome.com/es/mesas-de-centro/596-mesa-de-centro-blanca?channable=04a95469640035393697","Blanco","Madera","LH-0010B","96 cm","41 cm","50 cm"
"Mesa de centro blanca y natural Oslo","La mesa de centro Oslo te cautivará. Es de diseño propio y su estilo predominante es el nórdico, pero debido a sus líneas simples y geométricas se puede integrar en cualquier espacio. Está dotada de una puerta corredera con compartimentos en cuyo interior puedes guardar todo aquello que desees. Es una pieza de gran capacidad, multifuncional, con tirador oculto que la dota de sobriedad. Está disponible en más acabados. Combínalo con otras piezas de la colección.","Mesa de centro","Inicio > Mesas > Mesas de centro","https://klasthome.com/es/mesas-de-centro/597-mesa-de-centro-blanca-y-natural?channable=04a95469640035393798","Natural-Blanco","Madera","LH-0010NT-B","96 cm","41 cm","50 cm"
"Mueble recibidor de estilo nórdico color natural Oslo","El mueble recibidor flotante Oslo es de diseño propio y su estilo predominante es el nórdico, pero debido a sus líneas simples y geométricas se puede integrar en cualquier espacio.
Dispone de un cajón dónde guardar aquello que desees, como las llaves o la correspondencia y en estante. Por su reducido tamañao es ideal para recibidores y entradas pequeñas.
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared. 
Está disponible en más acabados. Combínalo con otras piezas de la colección.","Recibidor flotante","Inicio > Mobiliario > Muebles recibidores y consolas","https://klasthome.com/es/muebles-recibidores-y-consolas/599-mueble-recibidor-de-estilo-nordico-color-natural?channable=04a9546964003539399a","Natural","Madera","LH-0011NT","80 cm","20 cm","25 cm"
"Mueble recibidor de estilo nórdico color blanco Oslo","La consola Oslo es de diseño propio y su estilo predominante es el nórdico, pero debido a sus líneas simples y geométricas se puede integrar en cualquier espacio.
Está dotada de puertas batientes en cuyo interior puedes guardar todo aquello que desees.
Es una pieza de gran capacidad y su tirador oculto la dota de sobriedad.
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared. 
Está disponible en más acabados. Combínalo con otras piezas de la colección.","Recibidor","Inicio > Mobiliario > Muebles recibidores y consolas","https://klasthome.com/es/muebles-recibidores-y-consolas/600-mueble-recibidor-de-estilo-nordico-color-blanco?channable=04a9546964003630304d","Blanco","Madera","LH-0012B","80 cm","80 cm","25 cm"
"Mueble recibidor de estilo nórdico color natural Oslo","La consola Oslo es de diseño propio y su estilo predominante es el nórdico, pero debido a sus líneas simples y geométricas se puede integrar en cualquier espacio.
Está dotada de puertas batientes en cuyo interior puedes guardar todo aquello que desees.
Es una pieza de gran capacidad y su tirador oculto la dota de sobriedad.
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared. 
Está disponible en más acabados. Combínalo con otras piezas de la colección.","Recibidor","Inicio > Mobiliario > Muebles recibidores y consolas","https://klasthome.com/es/muebles-recibidores-y-consolas/601-mueble-recibidor-de-estilo-nordico-color-natural?channable=04a9546964003630314e","Natural","Madera","LH-0012NT","80 cm","80 cm","25 cm"
"Silla de comedor en polipropileno negra con pata natural Davy","La silla de comedor Davy combina a la perfección sencillez y funcionalidad gracias a unas líneas armónicas y un respaldo con acabado en polipropileno, lo que aporta a esta pieza la polivalencia necesaria para poder ser usada también en exteriores o como silla de escritorio. Sus patas metálicas en color natural, hacen que ésta sea una silla que combina a la perfección con diferentes estilos. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/602-silla-de-comedor-en-polipropileno-negra-con-pata-natural?channable=04a9546964003630324f","Negro","Plástico","SH-0001NE","47 cm","84 cm","48 cm"
"Silla de comedor en polipropileno blanca con pata natural Davy","La silla de comedor Davy combina a la perfección sencillez y funcionalidad gracias a unas líneas armónicas y un respaldo con acabado en polipropileno, lo que aporta a esta pieza la polivalencia necesaria para poder ser usada también en exteriores o como silla de escritorio. Sus patas metálicas en color natural, hacen que ésta sea una silla que combina a la perfección con diferentes estilos. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/603-silla-de-comedor-en-polipropileno-blanca-con-pata-natural?channable=04a95469640036303350","Blanco","Plástico","SH-0001B","47 cm","84 cm","48 cm"
"Silla de comedor en polipropileno gris con pata natural Davy","La silla de comedor Davy combina a la perfección sencillez y funcionalidad gracias a unas líneas armónicas y un respaldo con acabado en polipropileno, lo que aporta a esta pieza la polivalencia necesaria para poder ser usada también en exteriores o como silla de escritorio. Sus patas metálicas en color natural, hacen que ésta sea una silla que combina a la perfección con diferentes estilos. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/604-silla-de-comedor-en-polipropileno-gris-con-pata-natural?channable=04a95469640036303451","Gris","Plástico","SH-0001G","47 cm","84 cm","48 cm"
"Silla de comedor en polipropileno blanca Davy","La silla de comedor Davy combina a la perfección sencillez y funcionalidad gracias a unas líneas armónicas y un respaldo con acabado en polipropileno, lo que aporta a esta pieza la polivalencia necesaria para poder ser usada también en exteriores o como silla de escritorio. Sus patas metálicas en la misma tonalidad que el respaldo, hacen que ésta sea una silla que combina a la perfección con diferentes estilos. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/605-silla-de-comedor-en-polipropileno-blanca?channable=04a95469640036303552","Blanco","Plástico","SH-0002B","48 cm","84 cm","48 cm"
"Silla de comedor en polipropileno gris Davy","La silla de comedor Davy combina a la perfección sencillez y funcionalidad gracias a unas líneas armónicas y un respaldo con acabado en polipropileno, lo que aporta a esta pieza la polivalencia necesaria para poder ser usada también en exteriores o como silla de escritorio. Sus patas metálicas en la misma tonalidad que el respaldo, hacen que ésta sea una silla que combina a la perfección con diferentes estilos. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/606-silla-de-comedor-en-polipropileno-gris?channable=04a95469640036303653","Gris","Plástico","SH-0002G","48 cm","84 cm","48 cm"
"Silla de comedor en polipropileno gris Zoe","La silla de comedor Zoe es una opción perfecta para los que buscan un diseño de tendencia polivalente ideal para comedor, escritorio o exterior. Fabricada en polipropileno con respaldo de rejilla, esta silla de líneas modernas dará un toque fresco y original allá donde decidas colocarla. ¡Elige entre uno de los 2 colores disponibles y combínala como más te guste! Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/608-silla-de-comedor-en-polipropileno-gris?channable=04a95469640036303855","Gris","Plástico","SH-0003G","46 cm","84 cm","48 cm"
"Silla de comedor en polipropileno gris Ceilan","La silla de comedor Ceilan con pata metálica efecto madera es uno de los diseños más originales y polivalentes de nuestro catálogo. Debido a su respaldo fabricado en polipropileno, se trata de una opción perfecta para tu escritorio, o incluso como silla de exterior. Está disponible en una gama de colores que enamorará a los amantes del diseño nórdico. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/609-silla-de-comedor-en-polipropileno-gris?channable=04a95469640036303956","Gris","Plástico","SH-0004G","49 cm","83 cm","52 cm"
"Silla de comedor en polipropileno beige Ceilan","La silla de comedor Ceilan con pata metálica efecto madera es uno de los diseños más originales y polivalentes de nuestro catálogo. Debido a su respaldo fabricado en polipropileno, se trata de una opción perfecta para tu escritorio, o incluso como silla de exterior. Está disponible en una gama de colores que enamorará a los amantes del diseño nórdico. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/610-silla-de-comedor-en-polipropileno-beige?channable=04a954696400363130cd","Beige","Plástico","SH-0004BE","49 cm","83 cm","52 cm"
"Silla de comedor en polipropileno blanca Ceilan","La silla de comedor Ceilan con pata metálica efecto madera es uno de los diseños más originales y polivalentes de nuestro catálogo. Debido a su respaldo fabricado en polipropileno, se trata de una opción perfecta para tu escritorio, o incluso como silla de exterior. Está disponible en una gama de colores que enamorará a los amantes del diseño nórdico. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/611-silla-de-comedor-en-polipropileno-blanca?channable=04a954696400363131ce","Blanco","Plástico","SH-0004B","49 cm","83 cm","52 cm"
"Silla de comedor con reposabrazos en polipropileno gris Soren","La silla de comedor Soren es una opción perfecta para los que buscan un diseño de tendencia polivalente para interior o exterior. Fabricada en polipropileno con respaldo de rejilla con reposabrazos, esta silla de líneas modernas dará un toque fresco y original allá donde decidas colocarla. ¡Elige entre uno de los 2 colores disponibles y combínala como más te guste! Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/613-silla-de-comedor-con-reposabrazos-en-polipropileno-gris?channable=04a954696400363133d0","Gris","Plástico","SH-0006G","62 cm","85 cm","55 cm"
"Silla de comedor con reposabrazos en polipropileno blanca Clem","La silla de comedor Clem se trata de un original diseño con respaldo semicerrado en forma de pequeño reposabrazos fabricado en polipropileno. Disponible en 2 tonalidades y con pata metálica en color natural efecto madera, esta silla de diseño nórdico es una opción polivalente por su resistencia y por su acabado de fácil limpieza, lo que hace que también sea una opción ideal para usar en tu jardín o balcón. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/614-silla-de-comedor-con-reposabrazos-en-polipropileno-blanca?channable=04a954696400363134d1","Blanco","Plástico","SH-0007B","56 cm","79 cm","54 cm"
"Silla de comedor con reposabrazos en polipropileno gris Clem","La silla de comedor Clem se trata de un original diseño con respaldo semicerrado en forma de pequeño reposabrazos fabricado en polipropileno. Disponible en 2 tonalidades y con pata metálica en color natural efecto madera, esta silla de diseño nórdico es una opción polivalente por su resistencia y por su acabado de fácil limpieza, lo que hace que también sea una opción ideal para usar en tu jardín o balcón. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/615-silla-de-comedor-con-reposabrazos-en-polipropileno-gris?channable=04a954696400363135d2","Gris","Plástico","SH-0007G","56 cm","79 cm","54 cm"
"Silla de comedor en polipropileno beige Jana","La silla de comedor Jana es un diseño elegante con líneas estilizadas de aire vintage fabricada en polipropileno, por lo que es una opción perfecta para colocar allá donde la necesites, ya sea en tu cocina, como silla de escritorio o en tu jardín o balcón. Elige cualquiera de los 3 colores disponibles en nuestra web y combínalas a tu gusto. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/616-silla-de-comedor-en-polipropileno-beige?channable=04a954696400363136d3","Beige","Plástico","FM-0003BE","50 cm","78 cm","49 cm"
"Silla de comedor en polipropileno menta Jana","La silla de comedor Jana es un diseño elegante con líneas estilizadas de aire vintage fabricada en polipropileno, por lo que es una opción perfecta para colocar allá donde la necesites, ya sea en tu cocina, como silla de escritorio o en tu jardín o balcón. Elige cualquiera de los 3 colores disponibles en nuestra web y combínalas a tu gusto. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/617-silla-de-comedor-en-polipropileno-menta?channable=04a954696400363137d4","Menta","Plástico","FM-0003ME","50 cm","78 cm","49 cm"
"Silla de comedor en polipropileno blanca Jana","La silla de comedor Jana es un diseño elegante con líneas estilizadas de aire vintage fabricada en polipropileno, por lo que es una opción perfecta para colocar allá donde la necesites, ya sea en tu cocina, como silla de escritorio o en tu jardín o balcón. Elige cualquiera de los 3 colores disponibles en nuestra web y combínalas a tu gusto. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/618-silla-de-comedor-en-polipropileno-blanca?channable=04a954696400363138d5","Blanco","Plástico","FM-0003B","50 cm","78 cm","49 cm"
"Silla de comedor en polipropileno azul Clark","La silla de comedor Clark es una preciosa pieza con respaldo ergonómico fabricada en poliéster y disponible en 3 acabados. Su diseño de líneas sencillas y su facilidad de limpieza lo hace una opción ideal para usar tanto en interior como en exterior. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/619-silla-de-comedor-en-polipropileno-azul?channable=04a954696400363139d6","Azul","Plástico","FM-0004A","48 cm","79 cm","52 cm"
"Silla de comedor en polipropileno gris Clark","La silla de comedor Clark es una preciosa pieza con respaldo ergonómico fabricada en poliéster y disponible en 3 acabados. Su diseño de líneas sencillas y su facilidad de limpieza lo hace una opción ideal para usar tanto en interior como en exterior. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/620-silla-de-comedor-en-polipropileno-gris?channable=04a9546964003632304e","Gris","Plástico","FM-0004G","48 cm","79 cm","52 cm"
"Silla de comedor en  polipropileno blanca Clark","La silla de comedor Clark es una preciosa pieza con respaldo ergonómico fabricada en poliéster y disponible en 3 acabados. Su diseño de líneas sencillas y su facilidad de limpieza lo hace una opción ideal para usar tanto en interior como en exterior. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/621-silla-de-comedor-en-polipropileno-blanca?channable=04a9546964003632314f","Blanco","Plástico","FM-0004B","48 cm","79 cm","52 cm"
"Silla de comedor en polipropileno terracota Erica","La silla de comedor Erica con patas metálicas en color negro es una preciosa pieza de estilo moderno con respaldo de rejilla fabricado en poliéster, lo que la hace una opción de lo más versátil. Elige entre una de los 2 colores disponibles y colócala donde más lo necesites, ya sea en tu cocina, en tu comedor o en exteriores. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/622-silla-de-comedor-en-polipropileno-terracota?channable=04a95469640036323250","Terracota","Plástico","FM-0005TE","45 cm","82 cm","54 cm"
"Silla de comedor en polipropileno gris Erica","La silla de comedor Erica con patas metálicas en color negro es una preciosa pieza de estilo moderno con respaldo de rejilla fabricado en poliéster, lo que la hace una opción de lo más versátil. Elige entre una de los 2 colores disponibles y colócala donde más lo necesites, ya sea en tu cocina, en tu comedor o en exteriores. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/623-silla-de-comedor-en-polipropileno-gris?channable=04a95469640036323351","Gris","Plástico","FM-0005G","45 cm","82 cm","54 cm"
"Cesto de tela Zigzag","El cesto de tela Zigzag es un accesorio ideal para aquellos a los que le gusta cuidar todos los detalles de su decoración. Destaca la elegancia de su diseño con patrón en zigzag gris y blanco, rematado con un ribete en color natural en su parte superior. ¡Aprovecha su versatilidad y úsalo como más te convenga!","Cesto","Inicio > Decoración > Objetos de decoración > Cestos","https://klasthome.com/es/cestos/625-cesto-de-tela?channable=04a95469640036323553","Gris","Tejido","IT-0124","38 cm","45 cm","38 cm"
"Cesto de yute y algodón blanco Lia","El cesto de yute y algodón Lia en blanco roto se convertirá en un elemento imprescindible en tu decoración. Combínalo con el estilo que desees y aporta un toque fresco y natural a tu hogar.También está disponible en verde ¡elige el que más te guste!","Cesto","Inicio > Decoración > Objetos de decoración > Cestos","https://klasthome.com/es/cestos/627-cesto-de-yute-y-algodon-blanco?channable=04a95469640036323755","Blanco","Fibra natural","IT-0125B","30 cm","20 cm","30 cm"
"Cesto de yute y algodón Dria","El cesto de yute Dria con base en blanco roto es un accesorio decorativo que traerá de inmediato un aire fresco y elegante a tu hogar, ya sea como almacenamiento de accesorios, como macetero, o como más te guste. Da rienda suelta a tu imaginación y haz de este cesto un elemento imprescindible en tu decoración","Cesto","Inicio > Decoración > Objetos de decoración > Cestos","https://klasthome.com/es/cestos/629-cesto-de-yute-y-algodon?channable=04a95469640036323957","Blanco","Fibra natural","IT-0127","31 cm","42 cm","36 cm"
"Cesto de yute Doma","El cesto de yute Doma se trata de un elegante accesorio decorativo para los amantes del estilo natural que aporta versatilidad a tu decoración. Úsalo como almacenamiento de accesorios, como macetero, o como a ti más te guste, ¡las combinaciones son infinitas!","Cesto","Inicio > Decoración > Objetos de decoración > Cestos","https://klasthome.com/es/cestos/630-cesto-de-yute?channable=04a954696400363330ce","Natural","Fibra natural","IT-0128","29 cm","32 cm","29 cm"
"Vitrina blanca en madera reciclada y puertas de cristal de estilo natural Evan","La vitrina Evan fabricada en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricada de forma artesanal, con un diseño propio. Está dotada de puertas batientes de cristal en cuyo interior puedes guardar tu bonita vajilla, archivadores o lo que desees.
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared. 
Está disponible en más colores. Combínalo con otras piezas de la colección.","Vitrina acristalada","Inicio > Mobiliario > Vitrinas","https://klasthome.com/es/vitrinas/635-vitrina-blanca-en-madera-reciclada-y-puertas-de-cristal-de-estilo-natural?channable=04a954696400363335d3","Blanco","Madera reciclada","EV-0001B","100 cm","164 cm","42 cm"
"Vitrina gris en madera reciclada y puertas de cristal de estilo natural Evan","La vitrina Evan fabricada en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricada de forma artesanal, con un diseño propio. Está dotada de puertas batientes de cristal en cuyo interior puedes guardar tu bonita vajilla, archivadores o lo que desees.
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared. 
Está disponible en más colores. Combínalo con otras piezas de la colección.","Vitrina acristalada","Inicio > Mobiliario > Vitrinas","https://klasthome.com/es/vitrinas/636-vitrina-gris-en-madera-reciclada-y-puertas-de-cristal-de-estilo-natural?channable=04a954696400363336d4","Gris","Madera reciclada","EV-0001G","100 cm","164 cm","42 cm"
"Vitrina verde en madera reciclada y puertas de cristal de estilo natural Evan","La vitrina Evan fabricada en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricada de forma artesanal, con un diseño propio. Está dotada de puertas batientes de cristal en cuyo interior puedes guardar tu bonita vajilla, archivadores o lo que desees.
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared. 
Está disponible en más colores. Combínalo con otras piezas de la colección.","Vitrina acristalada","Inicio > Mobiliario > Vitrinas","https://klasthome.com/es/vitrinas/637-vitrina-verde-en-madera-reciclada-y-puertas-de-cristal-de-estilo-natural?channable=04a954696400363337d5","Verde","Madera reciclada","EV-0001V","100 cm","164 cm","42 cm"
"Mueble TV color blanco de estilo natural en madera reciclada Evan","El mueble TV Evan fabricado en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Dispone de cajones en la parte inferior para poder almacenar aquello que no quieres que esté a la vista. En la parte superior hay una gran balda donde poder poner accesorios multimedia, libros, cestitos o infinidad de cosas bonitas que puedes encontrar en nuestro apartado de decoración.
Por supuesto, te invitamos a visitar el resto de la colección.","Mueble Tv","Inicio > Mobiliario > Muebles Tv","https://klasthome.com/es/muebles-tv/638-mueble-tv-color-blanco-de-estilo-natural-en-madera-reciclada?channable=04a954696400363338d6","Blanco","Madera reciclada","EV-0002B","141 cm","51 cm","42 cm"
"Mueble TV color gris de estilo natural en madera reciclada Evan","El mueble TV Evan fabricado en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Dispone de cajones en la parte inferior para poder almacenar aquello que no quieres que esté a la vista. En la parte superior hay una gran balda donde poder poner accesorios multimedia, libros, cestitos o infinidad de cosas bonitas que puedes encontrar en nuestro apartado de decoración.
Por supuesto, te invitamos a visitar el resto de la colección","Mueble Tv","Inicio > Mobiliario > Muebles Tv","https://klasthome.com/es/muebles-tv/639-mueble-tv-color-gris-de-estilo-natural-en-madera-reciclada?channable=04a954696400363339d7","Gris","Madera reciclada","EV-0002G","141 cm","51 cm","42 cm"
"Aparador de estilo natural en madera reciclada Evan","El aparador Evan fabricado en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio.
Dispone de cajones y puerta en cristal para poder almacenar lo que desees. 
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared. 
No dudes en visitar el resto de la colección.","Aparador estrecho","Inicio > Mobiliario > Aparadores","https://klasthome.com/es/aparadores/640-aparador-de-estilo-natural-en-madera-reciclada?channable=04a9546964003634304f","Blanco","Madera reciclada","EV-0010","120 cm","88 cm","40 cm"
"Zapatero estrecho blanco en madera reciclada Evan","El zapatero Evan fabricado en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio. Este mueble es el contenedor perfecto para organizar tus zapatos. 
Dispone de 3 puertas y tiene una capacidad para 6 pares de zapatos. La talla máxima de zapatos que admite es el número 43.
Su tamaño compacto lo hace ideal para zonas de pasillo, recibidores o dormitorios.
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared. 
No dudes en visitar el resto de la colección.","Zapatero estrecho","Inicio > Mobiliario > Zapateros","https://klasthome.com/es/zapateros/641-zapatero-estrecho-blanco-en-madera-reciclada?channable=04a95469640036343150","Blanco","Madera reciclada","EV-0018B","50 cm","127 cm","25 cm"
"Zapatero estrecho gris en madera reciclada Evan","El zapatero Evan fabricado en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio. Este mueble es el contenedor perfecto para organizar tus zapatos. 
Dispone de 3 puertas y tiene una capacidad para 6 pares de zapatos. La talla máxima de zapatos que admite es el número 43.
Su tamaño compacto lo hace ideal para zonas de pasillo, recibidores o dormitorios.
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared. 
No dudes en visitar el resto de la colección.","Zapatero estrecho","Inicio > Mobiliario > Zapateros","https://klasthome.com/es/zapateros/642-zapatero-estrecho-gris-en-madera-reciclada?channable=04a95469640036343251","Gris","Madera reciclada","EV-0018G","50 cm","127 cm","25 cm"
"Zapatero estrecho verde en madera reciclada Evan","El zapatero Evan fabricado en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio. Este mueble es el contenedor perfecto para organizar tus zapatos.
Dispone de 3 puertas y tiene una capacidad para 6 pares de zapatos. La talla máxima de zapatos que admite es el número 43.
Su tamaño compacto lo hace ideal para zonas de pasillo, recibidores o dormitorios.
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared. 
No dudes en visitar el resto de la colección.","Zapatero estrecho","Inicio > Mobiliario > Zapateros","https://klasthome.com/es/zapateros/643-zapatero-estrecho-verde-en-madera-reciclada?channable=04a95469640036343352","Verde","Madera reciclada","EV-0018V","50 cm","127 cm","25 cm"
"Mesa de comedor rectangular extensible 140/200 en madera color natural Juliet","La mesa de comedor rectangular extensible Juliet es de estilo contemporáneo. Su diseño de líneas rectas en acabado natural, la convierte en un básico ideal para cualquier salón comedor, ya que combina a la perfección con cualquier decoración.
Esta mesa puede darte muchas ventajas a la hora de planificar una reunión en casa; ya que sin extender, la mesa tiene una dimensión de 140x90 cms apta para 6 comensales y una vez extendida puede hacer hasta 200x90 cms dando capacidad de hasta 8 comensales. Puedes abrirla cuando tú decidas.","Mesa extensible","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/644-mesa-de-comedor-rectangular-extensible-140-200-en-madera-color-natural?channable=04a95469640036343453","Natural","Madera","HB-0001NT","140 cm","76 cm","90 cm"
